Day,Trip_ID,Type,Line_ID,Start_Station,Start_ID,Start_Time,Start_Delay,Stop_Station,Stop_ID,Stop_Time,Stop_Delay
2019-02-12,85:11:18261:001,Zug,18261,Zürich Wiedikon,8503011,2019-02-12 16:19:00,0.0,Zürich Enge,8503010,2019-02-12 16:23:00,0.0
2019-02-12,85:11:18262:001,Zug,18262,Zürich Enge,8503010,2019-02-12 16:36:00,0.0,Zürich Wiedikon,8503011,2019-02-12 16:37:00,0.0
2019-02-12,85:11:18262:001,Zug,18262,Zürich Wiedikon,8503011,2019-02-12 16:37:00,0.0,Zürich HB,8503000,2019-02-12 16:42:00,0.0
2019-02-12,85:11:18262:001,Zug,18262,Zürich HB,8503000,2019-02-12 16:44:00,0.0,Zürich Oerlikon,8503006,2019-02-12 16:48:00,0.0
2019-02-12,85:11:18263:001,Zug,18263,Zürich Oerlikon,8503006,2019-02-12 16:41:00,0.0,Zürich HB,8503000,2019-02-12 16:46:00,0.0
2019-02-12,85:11:18263:001,Zug,18263,Zürich HB,8503000,2019-02-12 16:47:00,0.0,Zürich Wiedikon,8503011,2019-02-12 16:49:00,0.0
2019-02-12,85:11:18263:001,Zug,18263,Zürich Wiedikon,8503011,2019-02-12 16:49:00,0.0,Zürich Enge,8503010,2019-02-12 16:53:00,0.0
2019-02-12,85:11:18264:001,Zug,18264,Zürich Enge,8503010,2019-02-12 17:06:00,0.0,Zürich Wiedikon,8503011,2019-02-12 17:07:00,0.0
2019-02-12,85:11:18264:001,Zug,18264,Zürich Wiedikon,8503011,2019-02-12 17:07:00,0.0,Zürich HB,8503000,2019-02-12 17:12:00,0.0
2019-02-12,85:11:18264:001,Zug,18264,Zürich HB,8503000,2019-02-12 17:14:00,0.0,Zürich Oerlikon,8503006,2019-02-12 17:18:00,0.0
2019-02-12,85:11:18265:001,Zug,18265,Zürich Oerlikon,8503006,2019-02-12 17:11:00,0.0,Zürich HB,8503000,2019-02-12 17:16:00,0.0
2019-02-12,85:11:18265:001,Zug,18265,Zürich HB,8503000,2019-02-12 17:17:00,0.0,Zürich Wiedikon,8503011,2019-02-12 17:19:00,0.0
2019-02-12,85:11:18265:001,Zug,18265,Zürich Wiedikon,8503011,2019-02-12 17:19:00,0.0,Zürich Enge,8503010,2019-02-12 17:23:00,0.0
