id1,lon1,lat1,id2,lon2,lat2,Distance,Walking_time
8591088,8.535851,47.413047,8591088,8.535851,47.413047,0.0,120
8591089,8.571593,47.347173,8591089,8.571593,47.347173,0.0,120
8591091,8.56734,47.402607,8591091,8.56734,47.402607,0.0,120
8591092,8.537904,47.414287,8591092,8.537904,47.414287,0.0,120
8591093,8.539747,47.36817,8591093,8.539747,47.36817,0.0,120
8591093,8.539747,47.36817,8591299,8.538765,47.369366,499.77659033667817,720
8591094,8.557833,47.359342,8591094,8.557833,47.359342,0.0,120
8591095,8.533628,47.36937,8591095,8.533628,47.36937,0.0,120
8591097,8.487058,47.390077000000005,8591056,8.488375999999999,47.391109,498.2310767126954,718
8591097,8.487058,47.390077000000005,8591097,8.487058,47.390077000000005,0.0,120
8591098,8.527141,47.355146999999995,8591098,8.527141,47.355146999999995,0.0,120
8591100,8.532217999999999,47.356134000000004,8591100,8.532217999999999,47.356134000000004,0.0,120
8591101,8.533284,47.39841,8591101,8.533284,47.39841,0.0,120
8591102,8.588699,47.360928,8591102,8.588699,47.360928,0.0,120
8591104,8.571864,47.358018,8591104,8.571864,47.358018,0.0,120
8591105,8.540341,47.366824,8503651,8.540788000000001,47.366009999999996,317.1722310621416,501
8591105,8.540341,47.366824,8591105,8.540341,47.366824,0.0,120
8591106,8.530314,47.341409000000006,8591106,8.530314,47.341409000000006,0.0,120
8591106,8.530314,47.341409000000006,8591217,8.531051,47.341815000000004,235.0524588846,402
8591107,8.586591,47.358323,8591107,8.586591,47.358323,0.0,120
8591107,8.586591,47.358323,8591438,8.585246000000001,47.359181,457.0576602268096,668
8591108,8.531219,47.41337,8591108,8.531219,47.41337,0.0,120
8591109,8.552953,47.354514,8591109,8.552953,47.354514,0.0,120
8591110,8.526391,47.388490000000004,8591110,8.526391,47.388490000000004,0.0,120
8591112,8.5488,47.407437,8591112,8.5488,47.407437,0.0,120
8591113,8.567169,47.410794,8591113,8.567169,47.410794,0.0,120
8591114,8.575643,47.378823,8591114,8.575643,47.378823,0.0,120
8591115,8.578837,47.360341999999996,8591115,8.578837,47.360341999999996,0.0,120
8591119,8.558173,47.366733,8591119,8.558173,47.366733,0.0,120
8591120,8.570659,47.348648,8591120,8.570659,47.348648,0.0,120
8591121,8.512044,47.39627,8591121,8.512044,47.39627,0.0,120
8591122,8.507710000000001,47.408679,8591122,8.507710000000001,47.408679,0.0,120
8591123,8.548888,47.376682,8591123,8.548888,47.376682,0.0,120
8591126,8.488417,47.375718,8591126,8.488417,47.375718,0.0,120
8591127,8.545297,47.416789,8591127,8.545297,47.416789,0.0,120
8591131,8.512122999999999,47.393571,8591131,8.512122999999999,47.393571,0.0,120
8591132,8.568039,47.38058,8591132,8.568039,47.38058,0.0,120
8591133,8.569479,47.350459,8591133,8.569479,47.350459,0.0,120
8591134,8.491945,47.381326,8591134,8.491945,47.381326,0.0,120
8591135,8.517155,47.392210999999996,8591135,8.517155,47.392210999999996,0.0,120
8591137,8.562975999999999,47.362801,8591137,8.562975999999999,47.362801,0.0,120
8591138,8.499372,47.383228,8591138,8.499372,47.383228,0.0,120
8591140,8.553194,47.405937,8591140,8.553194,47.405937,0.0,120
8591142,8.580278,47.350972999999996,8591142,8.580278,47.350972999999996,0.0,120
8591145,8.510893,47.375934,8591145,8.510893,47.375934,0.0,120
8591146,8.500605,47.358705,8591146,8.500605,47.358705,0.0,120
8591148,8.569064,47.403939,8591148,8.569064,47.403939,0.0,120
8591149,8.507997999999999,47.364284999999995,8503052,8.507942,47.364781,181.67001004836092,338
8591149,8.507997999999999,47.364284999999995,8591149,8.507997999999999,47.364284999999995,0.0,120
8591150,8.502400999999999,47.361117,8591150,8.502400999999999,47.361117,0.0,120
8591151,8.505094,47.362063,8591151,8.505094,47.362063,0.0,120
8591152,8.562617999999999,47.404236,8591152,8.562617999999999,47.404236,0.0,120
8591156,8.552526,47.387297,8530473,8.553414,47.387333,219.95769342532472,384
8591156,8.552526,47.387297,8591156,8.552526,47.387297,0.0,120
8591156,8.552526,47.387297,8591171,8.551145,47.386501,448.44855895391333,658
8591159,8.581760000000001,47.401601,8591159,8.581760000000001,47.401601,0.0,120
8591160,8.519333999999999,47.414093,8591160,8.519333999999999,47.414093,0.0,120
8591160,8.519333999999999,47.414093,8591161,8.518689,47.413659,224.78944915729048,390
8591160,8.519333999999999,47.414093,8595899,8.519652,47.414747,251.4400668209782,422
8591161,8.518689,47.413659,8591160,8.519333999999999,47.414093,224.78944915729048,390
8591161,8.518689,47.413659,8591161,8.518689,47.413659,0.0,120
8591161,8.518689,47.413659,8595899,8.519652,47.414747,463.16133937320893,676
8591163,8.487931,47.37189,8591163,8.487931,47.37189,0.0,120
8591164,8.550158999999999,47.386204,8530472,8.548919999999999,47.385883,328.02267060244543,514
8591164,8.550158999999999,47.386204,8591164,8.550158999999999,47.386204,0.0,120
8591164,8.550158999999999,47.386204,8591171,8.551145,47.386501,266.8393784596596,440
8591164,8.550158999999999,47.386204,8591362,8.548364999999999,47.385915999999995,455.8888866599532,667
8591165,8.490082000000001,47.386964,8591165,8.490082000000001,47.386964,0.0,120
8591165,8.490082000000001,47.386964,8591372,8.488495,47.387725,480.84822157920024,697
8591167,8.489212,47.39523,8591167,8.489212,47.39523,0.0,120
8591168,8.540142999999999,47.395709000000004,8591168,8.540142999999999,47.395709000000004,0.0,120
8591169,8.519974000000001,47.380311,8591169,8.519974000000001,47.380311,0.0,120
8591170,8.506086999999999,47.372003,8591170,8.506086999999999,47.372003,0.0,120
8591171,8.551145,47.386501,8591156,8.552526,47.387297,448.44855895391333,658
8591171,8.551145,47.386501,8591164,8.550158999999999,47.386204,266.8393784596596,440
8591171,8.551145,47.386501,8591171,8.551145,47.386501,0.0,120
8591172,8.555531,47.414406,8591172,8.555531,47.414406,0.0,120
8591173,8.54838,47.380294,8591173,8.54838,47.380294,0.0,120
8591174,8.544513,47.379647,8591174,8.544513,47.379647,0.0,120
8591174,8.544513,47.379647,8591379,8.542811,47.37996,436.13803755890206,643
8591175,8.555864,47.410706,8591175,8.555864,47.410706,0.0,120
8591176,8.497474,47.396351,8591176,8.497474,47.396351,0.0,120
8591177,8.514532,47.382341,8591177,8.514532,47.382341,0.0,120
8591178,8.504503999999999,47.394163,8591178,8.504503999999999,47.394163,0.0,120
8591180,8.565031,47.360424,8591180,8.565031,47.360424,0.0,120
8591181,8.576328,47.404713,8591181,8.576328,47.404713,0.0,120
8591182,8.510221000000001,47.356331,8591182,8.510221000000001,47.356331,0.0,120
8591183,8.543295,47.37007,8503447,8.541964,47.371027000000005,480.13083515779897,696
8591183,8.543295,47.37007,8591183,8.543295,47.37007,0.0,120
8591184,8.525362,47.376357,8591184,8.525362,47.376357,0.0,120
8591185,8.564962,47.408530999999996,8591185,8.564962,47.408530999999996,0.0,120
8591186,8.509165,47.384828000000006,8591186,8.509165,47.384828000000006,0.0,120
8591188,8.572705000000001,47.407528000000006,8591188,8.572705000000001,47.407528000000006,0.0,120
8591189,8.564619,47.381657000000004,8591189,8.564619,47.381657000000004,0.0,120
8591190,8.506353,47.369409999999995,8591190,8.506353,47.369409999999995,0.0,120
8591192,8.555278999999999,47.379615,8591192,8.555278999999999,47.379615,0.0,120
8591193,8.543213,47.399997,8591193,8.543213,47.399997,0.0,120
8591195,8.511037,47.367945,8591195,8.511037,47.367945,0.0,120
8591196,8.561557,47.373366,8591196,8.561557,47.373366,0.0,120
8591197,8.490207,47.401346000000004,8591197,8.490207,47.401346000000004,0.0,120
8591198,8.565037,47.366999,8591198,8.565037,47.366999,0.0,120
8591199,8.563011999999999,47.365759999999995,8591199,8.563011999999999,47.365759999999995,0.0,120
8591201,8.504733,47.404937,8591201,8.504733,47.404937,0.0,120
8591202,8.554404,47.369468,8591202,8.554404,47.369468,0.0,120
8591203,8.499471,47.376876,8591203,8.499471,47.376876,0.0,120
8591204,8.526997999999999,47.358540000000005,8591204,8.526997999999999,47.358540000000005,0.0,120
8591205,8.526536,47.365066,8591205,8.526536,47.365066,0.0,120
8591206,8.522863000000001,47.416885,8591206,8.522863000000001,47.416885,0.0,120
8591208,8.503364999999999,47.373611,8591208,8.503364999999999,47.373611,0.0,120
8591209,8.507712,47.359269,8591209,8.507712,47.359269,0.0,120
8591211,8.576933,47.38463,8591211,8.576933,47.38463,0.0,120
8591212,8.574366,47.348116999999995,8591212,8.574366,47.348116999999995,0.0,120
8591213,8.508836,47.401427000000005,8591213,8.508836,47.401427000000005,0.0,120
8591214,8.491626,47.369239,8591214,8.491626,47.369239,0.0,120
8591216,8.528213000000001,47.348003999999996,8591216,8.528213000000001,47.348003999999996,0.0,120
8591217,8.531051,47.341815000000004,8591106,8.530314,47.341409000000006,235.0524588846,402
8591217,8.531051,47.341815000000004,8591217,8.531051,47.341815000000004,0.0,120
8591218,8.52101,47.374598,8591218,8.52101,47.374598,0.0,120
8591219,8.530305,47.378469,8591219,8.530305,47.378469,0.0,120
8591220,8.550526,47.372717,8591220,8.550526,47.372717,0.0,120
8591221,8.571202,47.361155,8591221,8.571202,47.361155,0.0,120
8591222,8.494925,47.385355,8591222,8.494925,47.385355,0.0,120
8591223,8.498242,47.402964000000004,8576240,8.499375,47.402009,447.2973352419451,657
8591223,8.498242,47.402964000000004,8591223,8.498242,47.402964000000004,0.0,120
8591223,8.498242,47.402964000000004,8591446,8.496808,47.402186,454.28398137613766,665
8591225,8.562373,47.415203000000005,8591225,8.562373,47.415203000000005,0.0,120
