Day,Trip_ID,Type,Line_ID,Start_Station,Start_ID,Start_Time,Start_Delay,Stop_Station,Stop_ID,Stop_Time,Stop_Delay
2019-05-15,85:11:18278:001,Zug,18278,Zürich HB,8503000,2019-05-15 20:44:00,0.0,Zürich Oerlikon,8503006,2019-05-15 20:48:00,0.0
2019-05-15,85:11:18279:001,Zug,18279,Zürich Oerlikon,8503006,2019-05-15 20:41:00,0.0,Zürich HB,8503000,2019-05-15 20:46:00,0.0
2019-05-15,85:11:18279:001,Zug,18279,Zürich HB,8503000,2019-05-15 20:47:00,0.0,Zürich Wiedikon,8503011,2019-05-15 20:49:00,0.0
2019-05-15,85:11:18279:001,Zug,18279,Zürich Wiedikon,8503011,2019-05-15 20:49:00,0.0,Zürich Enge,8503010,2019-05-15 20:53:00,0.0
2019-05-15,85:11:18280:001,Zug,18280,Zürich Enge,8503010,2019-05-15 21:06:00,0.0,Zürich Wiedikon,8503011,2019-05-15 21:07:00,0.0
2019-05-15,85:11:18280:001,Zug,18280,Zürich Wiedikon,8503011,2019-05-15 21:07:00,0.0,Zürich HB,8503000,2019-05-15 21:12:00,0.0
2019-05-15,85:11:18280:001,Zug,18280,Zürich HB,8503000,2019-05-15 21:14:00,0.0,Zürich Oerlikon,8503006,2019-05-15 21:18:00,0.0
2019-05-15,85:11:18281:001,Zug,18281,Zürich Oerlikon,8503006,2019-05-15 21:11:00,0.0,Zürich HB,8503000,2019-05-15 21:16:00,0.0
2019-05-15,85:11:18281:001,Zug,18281,Zürich HB,8503000,2019-05-15 21:17:00,0.0,Zürich Wiedikon,8503011,2019-05-15 21:19:00,0.0
2019-05-15,85:11:18281:001,Zug,18281,Zürich Wiedikon,8503011,2019-05-15 21:19:00,0.0,Zürich Enge,8503010,2019-05-15 21:23:00,0.0
2019-05-15,85:11:18282:001,Zug,18282,Zürich Enge,8503010,2019-05-15 21:36:00,0.0,Zürich Wiedikon,8503011,2019-05-15 21:37:00,0.0
2019-05-15,85:11:18282:001,Zug,18282,Zürich Wiedikon,8503011,2019-05-15 21:37:00,0.0,Zürich HB,8503000,2019-05-15 21:42:00,0.0
2019-05-15,85:11:18282:001,Zug,18282,Zürich HB,8503000,2019-05-15 21:44:00,0.0,Zürich Oerlikon,8503006,2019-05-15 21:48:00,0.0
2019-05-15,85:11:18283:001,Zug,18283,Zürich Oerlikon,8503006,2019-05-15 21:41:00,0.0,Zürich HB,8503000,2019-05-15 21:46:00,0.0
2019-05-15,85:11:18283:001,Zug,18283,Zürich HB,8503000,2019-05-15 21:47:00,0.0,Zürich Wiedikon,8503011,2019-05-15 21:49:00,0.0
2019-05-15,85:11:18283:001,Zug,18283,Zürich Wiedikon,8503011,2019-05-15 21:49:00,0.0,Zürich Enge,8503010,2019-05-15 21:53:00,0.0
2019-05-15,85:11:18284:001,Zug,18284,Zürich Enge,8503010,2019-05-15 22:06:00,0.0,Zürich Wiedikon,8503011,2019-05-15 22:07:00,0.0
2019-05-15,85:11:18284:001,Zug,18284,Zürich Wiedikon,8503011,2019-05-15 22:07:00,0.0,Zürich HB,8503000,2019-05-15 22:12:00,0.0
2019-05-15,85:11:18284:001,Zug,18284,Zürich HB,8503000,2019-05-15 22:14:00,0.0,Zürich Oerlikon,8503006,2019-05-15 22:18:00,0.0
2019-05-15,85:11:18287:001,Zug,18287,Zürich Oerlikon,8503006,2019-05-15 22:41:00,0.0,Zürich HB,8503000,2019-05-15 22:46:00,0.0
2019-05-15,85:11:18287:001,Zug,18287,Zürich HB,8503000,2019-05-15 22:47:00,0.0,Zürich Wiedikon,8503011,2019-05-15 22:49:00,0.0
2019-05-15,85:11:18287:001,Zug,18287,Zürich Wiedikon,8503011,2019-05-15 22:49:00,0.0,Zürich Enge,8503010,2019-05-15 22:53:00,0.0
2019-05-15,85:11:18288:001,Zug,18288,Zürich Enge,8503010,2019-05-15 23:06:00,0.0,Zürich Wiedikon,8503011,2019-05-15 23:07:00,0.0
2019-05-15,85:11:18288:001,Zug,18288,Zürich Wiedikon,8503011,2019-05-15 23:07:00,0.0,Zürich HB,8503000,2019-05-15 23:12:00,0.0
2019-05-15,85:11:18288:001,Zug,18288,Zürich HB,8503000,2019-05-15 23:14:00,0.0,Zürich Oerlikon,8503006,2019-05-15 23:18:00,0.0
2019-05-15,85:11:18291:001,Zug,18291,Zürich Oerlikon,8503006,2019-05-15 23:41:00,0.0,Zürich HB,8503000,2019-05-15 23:46:00,0.0
2019-05-15,85:11:18291:001,Zug,18291,Zürich HB,8503000,2019-05-15 23:47:00,0.0,Zürich Wiedikon,8503011,2019-05-15 23:49:00,0.0
2019-05-15,85:11:18291:001,Zug,18291,Zürich Wiedikon,8503011,2019-05-15 23:49:00,0.0,Zürich Enge,8503010,2019-05-15 23:53:00,0.0
2019-05-15,85:11:18318:001,Zug,18318,Zürich Stadelhofen,8503003,2019-05-15 05:50:00,90.0,Zürich HB,8503000,2019-05-15 05:53:00,21.0
2019-05-15,85:11:18318:001,Zug,18318,Zürich HB,8503000,2019-05-15 05:56:00,28.0,Zürich Hardbrücke,8503020,2019-05-15 05:59:00,-49.0
2019-05-15,85:11:18319:001,Zug,18319,Zürich HB,8503000,2019-05-15 05:34:00,25.0,Zürich Stadelhofen,8503003,2019-05-15 05:37:00,-42.0
2019-05-15,85:11:18320:002,Zug,18320,Zürich Stadelhofen,8503003,2019-05-15 06:22:00,43.0,Zürich HB,8503000,2019-05-15 06:25:00,-19.0
2019-05-15,85:11:18320:002,Zug,18320,Zürich HB,8503000,2019-05-15 06:26:00,38.0,Zürich Hardbrücke,8503020,2019-05-15 06:29:00,-29.0
2019-05-15,85:11:18320:002,Zug,18320,Zürich Hardbrücke,8503020,2019-05-15 06:29:00,31.0,Zürich Oerlikon,8503006,2019-05-15 06:34:00,-35.0
2019-05-15,85:11:18321:001,Zug,18321,Zürich Hardbrücke,8503020,2019-05-15 05:59:00,165.0,Zürich HB,8503000,2019-05-15 06:02:00,96.0
